Dia,Tratamiento,Peso_g,Peso_Anterior_g,Ganancia_Peso_g,Peso_Inicial_Promedio_g,Peso_Final_Promedio_g,Conversion_Alimenticia_Global
10,T0R5,1745,1220.0,525.0,39.4,3363.45,1.739702283014571
10,T0R5,2360,1745.0,615.0,39.4,3363.45,1.739702283014571
10,T0R5,3375,2360.0,1015.0,39.4,3363.45,1.739702283014571
1,T1R1,40,,,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,125,40.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,300,125.0,175.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,760,300.0,460.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,1200,760.0,440.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,1730,1200.0,530.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,2570,1730.0,840.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R1,3465,2570.0,895.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,40,3465.0,-3425.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,310,100.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,785,310.0,475.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,1335,785.0,550.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,1770,1335.0,435.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,2410,1770.0,640.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R1,3390,2410.0,980.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,35,3390.0,-3355.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,100,35.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,325,100.0,225.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,720,325.0,395.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,1240,720.0,520.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,1795,1240.0,555.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,2555,1795.0,760.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R1,3358,2555.0,803.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,40,3358.0,-3318.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,305,120.0,185.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,780,305.0,475.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,1250,780.0,470.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,2020,1250.0,770.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,2330,2020.0,310.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R1,3370,2330.0,1040.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,40,3370.0,-3330.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,300,120.0,180.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,710,300.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,1360,710.0,650.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,1855,1360.0,495.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,2390,1855.0,535.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R1,3365,2390.0,975.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,40,3365.0,-3325.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,105,40.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,305,105.0,200.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,790,305.0,485.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,1250,790.0,460.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,1930,1250.0,680.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,2380,1930.0,450.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R1,3360,2380.0,980.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,40,3360.0,-3320.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,330,100.0,230.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,740,330.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,1335,740.0,595.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,1840,1335.0,505.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,2410,1840.0,570.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R1,3465,2410.0,1055.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,40,3465.0,-3425.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,125,40.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,335,125.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,760,335.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,1200,760.0,440.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,1930,1200.0,730.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,2310,1930.0,380.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R1,3458,2310.0,1148.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,40,3458.0,-3418.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,300,110.0,190.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,700,300.0,400.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,1255,700.0,555.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,1840,1255.0,585.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,2500,1840.0,660.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R1,3490,2500.0,990.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R1,40,3490.0,-3450.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R1,105,40.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R1,305,105.0,200.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R1,795,305.0,490.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,40,,,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,380,100.0,280.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,865,380.0,485.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,1315,865.0,450.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,1740,1315.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,2485,1740.0,745.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R2,3500,2485.0,1015.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,40,3500.0,-3460.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,345,100.0,245.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,780,345.0,435.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,1205,780.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,1855,1205.0,650.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,2430,1855.0,575.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R2,3495,2430.0,1065.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,40,3495.0,-3455.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,350,120.0,230.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,760,350.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,1235,760.0,475.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,1775,1235.0,540.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,2440,1775.0,665.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R2,3405,2440.0,965.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,40,3405.0,-3365.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,105,40.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,350,105.0,245.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,735,350.0,385.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,1250,735.0,515.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,1775,1250.0,525.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,2450,1775.0,675.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R2,3338,2450.0,888.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,40,3338.0,-3298.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,370,120.0,250.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,780,370.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,1420,780.0,640.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,1750,1420.0,330.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,2530,1750.0,780.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R2,3385,2530.0,855.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,35,3385.0,-3350.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,120,35.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,300,120.0,180.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,940,300.0,640.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,1270,940.0,330.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,1755,1270.0,485.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,2330,1755.0,575.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R2,3331,2330.0,1001.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,40,3331.0,-3291.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,125,40.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,375,125.0,250.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,785,375.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,1235,785.0,450.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,2065,1235.0,830.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,2305,2065.0,240.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R2,3405,2305.0,1100.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,35,3405.0,-3370.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,125,35.0,90.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,330,125.0,205.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,710,330.0,380.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,1265,710.0,555.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,1885,1265.0,620.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,2350,1885.0,465.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R2,3450,2350.0,1100.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,40,3450.0,-3410.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,370,100.0,270.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,780,370.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,1370,780.0,590.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,1735,1370.0,365.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,2305,1735.0,570.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R2,3345,2305.0,1040.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R2,40,3345.0,-3305.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R2,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R2,385,110.0,275.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,40,,,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,390,120.0,270.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,795,390.0,405.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,1215,795.0,420.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,1775,1215.0,560.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,2300,1775.0,525.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R3,3450,2300.0,1150.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,40,3450.0,-3410.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,310,100.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,770,310.0,460.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,1250,770.0,480.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,1700,1250.0,450.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,2310,1700.0,610.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R3,3335,2310.0,1025.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,40,3335.0,-3295.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,305,120.0,185.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,790,305.0,485.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,1290,790.0,500.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,1750,1290.0,460.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,2395,1750.0,645.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R3,3450,2395.0,1055.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,40,3450.0,-3410.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,375,120.0,255.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,760,375.0,385.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,1275,760.0,515.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,1740,1275.0,465.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,2345,1740.0,605.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R3,3345,2345.0,1000.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,40,3345.0,-3305.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,105,40.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,350,105.0,245.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,750,350.0,400.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,1280,750.0,530.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,1780,1280.0,500.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,2355,1780.0,575.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R3,3375,2355.0,1020.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,46,3375.0,-3329.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,105,46.0,59.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,325,105.0,220.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,765,325.0,440.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,1255,765.0,490.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,1785,1255.0,530.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,2395,1785.0,610.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R3,3420,2395.0,1025.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,40,3420.0,-3380.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,365,100.0,265.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,790,365.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,1255,790.0,465.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,1745,1255.0,490.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,2405,1745.0,660.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R3,3360,2405.0,955.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,40,3360.0,-3320.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,345,120.0,225.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,770,345.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,1280,770.0,510.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,1760,1280.0,480.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,2555,1760.0,795.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R3,3458,2555.0,903.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,40,3458.0,-3418.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,125,40.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,370,125.0,245.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,795,370.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,1210,795.0,415.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,1700,1210.0,490.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,2565,1700.0,865.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R3,3345,2565.0,780.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,40,3345.0,-3305.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,125,40.0,85.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,300,125.0,175.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,735,300.0,435.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,1295,735.0,560.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,1745,1295.0,450.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,2575,1745.0,830.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R3,3495,2575.0,920.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,40,,,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,315,100.0,215.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,740,315.0,425.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,1475,740.0,735.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,1770,1475.0,295.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,2320,1770.0,550.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R4,3455,2320.0,1135.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,40,3455.0,-3415.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,400,110.0,290.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,840,400.0,440.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,1270,840.0,430.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,2070,1270.0,800.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,2345,2070.0,275.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R4,3356,2345.0,1011.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,40,3356.0,-3316.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,115,40.0,75.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,365,115.0,250.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,710,365.0,345.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,1240,710.0,530.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,1850,1240.0,610.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,2375,1850.0,525.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R4,3470,2375.0,1095.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,40,3470.0,-3430.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,330,120.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,775,330.0,445.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,1250,775.0,475.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,1810,1250.0,560.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,2398,1810.0,588.0,593.1999999999999,2850.158390022676,281.7152530819222
4,T1R4,3350,2398.0,952.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,40,3350.0,-3310.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,330,110.0,220.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,900,330.0,570.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,1260,900.0,360.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,1765,1260.0,505.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,2355,1765.0,590.0,593.1999999999999,2850.158390022676,281.7152530819222
5,T1R4,3335,2355.0,980.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,40,3335.0,-3295.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,105,40.0,65.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,315,105.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,825,315.0,510.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,1235,825.0,410.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,1845,1235.0,610.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,2455,1845.0,610.0,593.1999999999999,2850.158390022676,281.7152530819222
6,T1R4,3343,2455.0,888.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,40,3343.0,-3303.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,310,100.0,210.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,775,310.0,465.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,1255,775.0,480.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,1920,1255.0,665.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,2385,1920.0,465.0,593.1999999999999,2850.158390022676,281.7152530819222
7,T1R4,3350,2385.0,965.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,40,3350.0,-3310.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,360,110.0,250.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,900,360.0,540.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,1340,900.0,440.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,1960,1340.0,620.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,2365,1960.0,405.0,593.1999999999999,2850.158390022676,281.7152530819222
8,T1R4,3455,2365.0,1090.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,40,3455.0,-3415.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,120,40.0,80.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,300,120.0,180.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,825,300.0,525.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,1285,825.0,460.0,593.1999999999999,2850.158390022676,281.7152530819222
9,T1R4,1880,1285.0,595.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R4,40,1880.0,-1840.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R4,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R4,320,100.0,220.0,593.1999999999999,2850.158390022676,281.7152530819222
10,T1R4,775,320.0,455.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,40,,,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,130,40.0,90.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,400,130.0,270.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,900,400.0,500.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,1270,900.0,370.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,2005,1270.0,735.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,2344,2005.0,339.0,593.1999999999999,2850.158390022676,281.7152530819222
1,T1R5,3300,2344.0,956.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,40,3300.0,-3260.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,100,40.0,60.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,400,100.0,300.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,800,400.0,400.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,1570,800.0,770.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,1760,1570.0,190.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,2359,1760.0,599.0,593.1999999999999,2850.158390022676,281.7152530819222
2,T1R5,3360,2359.0,1001.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,40,3360.0,-3320.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,110,40.0,70.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,310,110.0,200.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,840,310.0,530.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,1205,840.0,365.0,593.1999999999999,2850.158390022676,281.7152530819222
3,T1R5,1780,1205.0,575.0,593.1999999999999,2850.158390022676,281.7152530819222
